Gray Images
Image	Object	Volume_mm3	Min	Max	Mean	Std	
kirby127b_3_1_ax.img	Hippo_L	3980	29.0000	232.0000	142.7244	23.9910	
kirby127b_3_1_ax.img	Hippo_R	3814	33.0000	254.0000	152.6787	25.4799	
kirby127b_3_1_ax.img	Caud_L	3592	29.0000	254.0000	162.2603	25.0560	
kirby127b_3_1_ax.img	Caud_R	3742	39.0000	246.0000	162.5022	22.1988	
kirby127b_3_1_ax.img	Put_L	4295	82.0000	256.0000	173.1207	14.7634	
kirby127b_3_1_ax.img	Put_R	4168	93.0000	267.0000	179.8592	16.3098	
kirby127b_3_1_ax.img	GP_L	1332	159.0000	279.0000	220.5910	14.6265	
kirby127b_3_1_ax.img	GP_R	1485	189.0000	288.0000	231.6435	13.4451	
kirby127b_3_1_ax.img	Thalamus_L	6473	65.0000	271.0000	197.6120	22.4848	
kirby127b_3_1_ax.img	Thalamus_R	6624	54.0000	267.0000	201.7431	26.0822	
kirby127b_3_1_ax.img	HypoThalamus_L	674	92.0000	262.0000	191.8592	28.3969	
kirby127b_3_1_ax.img	HypoThalamus_R	762	66.0000	280.0000	198.8299	29.1156	
kirby127b_3_1_ax.img	BasalForebrain_L	401	134.0000	281.0000	208.6317	34.0710	
kirby127b_3_1_ax.img	BasalForebrain_R	369	129.0000	269.0000	207.6873	31.7319	
kirby127b_3_1_ax.img	NucAccumbens_L	722	108.0000	248.0000	176.9101	18.2289	
kirby127b_3_1_ax.img	NucAccumbens_R	749	96.0000	236.0000	177.4119	21.0269	
kirby127b_3_1_ax.img	RedNc_L	347	229.0000	282.0000	255.6228	9.7352	
kirby127b_3_1_ax.img	RedNc_R	408	223.0000	286.0000	257.3706	9.6755	
kirby127b_3_1_ax.img	Snigra_L	314	218.0000	277.0000	249.2490	10.9290	
kirby127b_3_1_ax.img	Snigra_R	273	220.0000	289.0000	253.8678	9.9753	
kirby127b_3_1_ax.img	CerebellumGM_R	58648	1.0000	242.0000	122.7643	34.9906	
kirby127b_3_1_ax.img	CerebellumGM_L	60185	2.0000	266.0000	110.7982	33.3927	
kirby127b_3_1_ax.img	CP_L	2130	84.0000	299.0000	241.1679	26.2064	
kirby127b_3_1_ax.img	CP_R	2180	82.0000	329.0000	251.2946	24.9289	
kirby127b_3_1_ax.img	Midbrain_L	2406	92.0000	286.0000	223.8973	25.6799	
kirby127b_3_1_ax.img	Midbrain_R	2480	86.0000	305.0000	226.0842	29.9313	
kirby127b_3_1_ax.img	CST_L	1724	202.0000	282.0000	240.5035	12.1195	
kirby127b_3_1_ax.img	CST_R	1540	208.0000	285.0000	244.1652	12.2616	
kirby127b_3_1_ax.img	SCP_L	906	56.0000	267.0000	198.5351	36.7410	
kirby127b_3_1_ax.img	SCP_R	933	55.0000	268.0000	215.1403	32.5100	
kirby127b_3_1_ax.img	MCP_L	3086	68.0000	290.0000	224.6200	26.1936	
kirby127b_3_1_ax.img	MCP_R	3192	42.0000	297.0000	234.2323	27.2444	
kirby127b_3_1_ax.img	PCT_L	668	205.0000	280.0000	239.9694	12.8653	
kirby127b_3_1_ax.img	PCT_R	699	204.0000	282.0000	245.2302	12.8377	
kirby127b_3_1_ax.img	ICP_L	904	81.0000	256.0000	214.4714	18.5010	
kirby127b_3_1_ax.img	ICP_R	863	106.0000	263.0000	217.3032	19.6561	
kirby127b_3_1_ax.img	ML_L	866	182.0000	261.0000	224.7448	12.4001	
kirby127b_3_1_ax.img	ML_R	1082	135.0000	273.0000	230.8624	13.5289	
kirby127b_3_1_ax.img	Pons_L	245	160.0000	261.0000	224.2059	16.6465	
kirby127b_3_1_ax.img	Pons_R	634	103.0000	258.0000	217.6496	19.3692	
kirby127b_3_1_ax.img	Medulla_L	1427	7.0000	267.0000	193.4920	45.3015	
kirby127b_3_1_ax.img	Medulla_R	1647	40.0000	264.0000	206.4023	34.5166	
kirby127b_3_1_ax.img	ACR_L	12910	122.0000	263.0000	213.7137	14.3707	
kirby127b_3_1_ax.img	ACR_R	13850	126.0000	284.0000	212.0455	15.3544	
kirby127b_3_1_ax.img	SCR_L	14354	138.0000	241.0000	192.5499	12.6114	
kirby127b_3_1_ax.img	SCR_R	14853	145.0000	250.0000	198.9333	11.7316	
kirby127b_3_1_ax.img	PCR_L	4875	147.0000	224.0000	191.1044	8.5620	
kirby127b_3_1_ax.img	PCR_R	3838	163.0000	248.0000	211.8868	9.5374	
kirby127b_3_1_ax.img	GCC_L	2493	61.0000	291.0000	233.3804	28.7080	
kirby127b_3_1_ax.img	GCC_R	2831	69.0000	299.0000	233.8491	27.4182	
kirby127b_3_1_ax.img	BCC_L	4224	33.0000	263.0000	202.5403	35.0766	
kirby127b_3_1_ax.img	BCC_R	4368	15.0000	266.0000	207.0508	35.3070	
kirby127b_3_1_ax.img	SCC_L	5537	37.0000	287.0000	214.2425	30.4477	
kirby127b_3_1_ax.img	SCC_R	5954	46.0000	285.0000	225.5517	26.9493	
kirby127b_3_1_ax.img	PVWl_L	366	18.0000	220.0000	142.1508	44.7311	
kirby127b_3_1_ax.img	PVWl_R	405	18.0000	243.0000	148.6439	55.7476	
kirby127b_3_1_ax.img	ALIC_L	2282	160.0000	279.0000	226.3898	21.0274	
kirby127b_3_1_ax.img	ALIC_R	2430	161.0000	288.0000	229.0188	19.2593	
kirby127b_3_1_ax.img	PLIC_L	3152	150.0000	273.0000	218.5712	17.1124	
kirby127b_3_1_ax.img	PLIC_R	3096	171.0000	279.0000	229.8101	15.5323	
kirby127b_3_1_ax.img	RLIC_L	2992	134.0000	258.0000	214.5187	17.3653	
kirby127b_3_1_ax.img	RLIC_R	3168	159.0000	276.0000	236.3614	16.0178	
kirby127b_3_1_ax.img	EC_L	3288	103.0000	232.0000	174.3894	22.2457	
kirby127b_3_1_ax.img	EC_R	3052	107.0000	252.0000	188.0232	21.1346	
kirby127b_3_1_ax.img	CGC_L	3182	112.0000	251.0000	201.7488	26.5041	
kirby127b_3_1_ax.img	CGC_R	3530	96.0000	252.0000	199.2785	28.3181	
kirby127b_3_1_ax.img	CGH_L	1822	116.0000	263.0000	209.9499	27.0129	
kirby127b_3_1_ax.img	CGH_R	1684	131.0000	285.0000	222.9494	31.5104	
kirby127b_3_1_ax.img	Fx/ST_L	1487	73.0000	269.0000	204.9500	28.9958	
kirby127b_3_1_ax.img	Fx/ST_R	1472	48.0000	302.0000	220.0946	33.0311	
kirby127b_3_1_ax.img	Fx_L	946	28.0000	293.0000	158.3490	59.9263	
kirby127b_3_1_ax.img	Fx_R	1001	34.0000	285.0000	157.2326	53.9671	
kirby127b_3_1_ax.img	IFO_L	1694	99.0000	253.0000	185.1021	30.0211	
kirby127b_3_1_ax.img	IFO_R	1842	82.0000	268.0000	187.2319	29.6466	
kirby127b_3_1_ax.img	PTR_L	7193	47.0000	247.0000	186.5606	19.1608	
kirby127b_3_1_ax.img	PTR_R	5735	96.0000	278.0000	212.7037	23.7586	
kirby127b_3_1_ax.img	SS_L	3768	92.0000	265.0000	200.9933	23.8227	
kirby127b_3_1_ax.img	SS_R	4125	76.0000	278.0000	229.0434	21.6674	
kirby127b_3_1_ax.img	SFO_L	315	144.0000	246.0000	209.5191	23.4493	
kirby127b_3_1_ax.img	SFO_R	248	138.0000	240.0000	196.1845	24.6658	
kirby127b_3_1_ax.img	SLF_L	6329	100.0000	215.0000	182.0508	14.6700	
kirby127b_3_1_ax.img	SLF_R	7888	115.0000	237.0000	201.1683	13.7170	
kirby127b_3_1_ax.img	Cl_L	402	44.0000	194.0000	146.1224	19.2396	
kirby127b_3_1_ax.img	Cl_R	436	57.0000	204.0000	143.9780	23.2990	
kirby127b_3_1_ax.img	BasalForebrain_L	1706	53.0000	301.0000	216.6763	42.7727	
kirby127b_3_1_ax.img	BasalForebrain_R	1492	57.0000	328.0000	219.8294	40.2281	
kirby127b_3_1_ax.img	Mammillary_R	93	64.0000	254.0000	178.1558	52.7198	
kirby127b_3_1_ax.img	Mammillary_L	100	58.0000	266.0000	202.1205	41.8892	
kirby127b_3_1_ax.img	LV_Frontal_L	6956	0.0000e+00	248.0000	35.9531	27.6162	
kirby127b_3_1_ax.img	LV_body_L	8069	0.0000e+00	226.0000	29.1129	23.0145	
kirby127b_3_1_ax.img	LV_atrium_L	4548	0.0000e+00	180.0000	28.1119	26.8955	
kirby127b_3_1_ax.img	LV_Occipital_L	360	1.0000	184.0000	48.9600	48.0450	
kirby127b_3_1_ax.img	LV_Inferior_L	834	1.0000	210.0000	72.3424	45.4827	
kirby127b_3_1_ax.img	LV_Frontal_R	5906	0.0000e+00	216.0000	42.3142	29.7648	
kirby127b_3_1_ax.img	LV_body_R	7643	0.0000e+00	234.0000	28.6014	24.2583	
kirby127b_3_1_ax.img	LV_atrium_R	4288	0.0000e+00	220.0000	32.4780	31.7711	
kirby127b_3_1_ax.img	LV_Occipital_R	117	23.0000	198.0000	123.2680	48.0613	
kirby127b_3_1_ax.img	LV_Inferior_R	882	1.0000	238.0000	77.4503	44.5445	
kirby127b_3_1_ax.img	III_ventricle	2386	15.0000	250.0000	79.6348	37.2932	
kirby127b_3_1_ax.img	PVWa_L	873	9.0000	241.0000	149.7758	47.2459	
kirby127b_3_1_ax.img	PVWa_R	887	16.0000	228.0000	157.3572	39.0187	
kirby127b_3_1_ax.img	PVWp_L	815	28.0000	243.0000	132.8041	45.6930	
kirby127b_3_1_ax.img	PVWp_R	688	14.0000	246.0000	139.9023	52.6689	
kirby127b_3_1_ax.img	SFWM_L	8160	64.0000	213.0000	151.0504	25.7195	
kirby127b_3_1_ax.img	SFWM_R	7313	66.0000	211.0000	150.7882	24.7271	
kirby127b_3_1_ax.img	SFWM_PFC_L	9015	78.0000	234.0000	175.2179	29.4608	
kirby127b_3_1_ax.img	SFWM_PFC_R	8805	82.0000	226.0000	168.9045	27.2245	
kirby127b_3_1_ax.img	SFWM_pole_L	443	84.0000	226.0000	166.4986	26.3091	
kirby127b_3_1_ax.img	SFWM_pole_R	780	91.0000	204.0000	161.3277	20.8787	
kirby127b_3_1_ax.img	MFWM_L	6840	69.0000	217.0000	154.9744	25.6861	
kirby127b_3_1_ax.img	MFWM_R	7187	77.0000	215.0000	158.2313	25.7711	
kirby127b_3_1_ax.img	MFWM_DPFC_L	5033	80.0000	227.0000	168.1590	28.9385	
kirby127b_3_1_ax.img	MFWM_DPFC_R	6003	74.0000	226.0000	164.0828	27.8252	
kirby127b_3_1_ax.img	IFWM_opercularis_L	2242	88.0000	222.0000	172.7125	27.0376	
kirby127b_3_1_ax.img	IFWM_opercularis_R	3474	91.0000	221.0000	175.8021	26.5107	
kirby127b_3_1_ax.img	IFWM_orbitalis_L	3490	76.0000	235.0000	180.3391	31.2627	
kirby127b_3_1_ax.img	IFWM_orbitalis_R	2489	99.0000	233.0000	179.3558	27.5888	
kirby127b_3_1_ax.img	IFWM_triangularis_L	4485	70.0000	227.0000	179.6594	25.8323	
kirby127b_3_1_ax.img	IFWM_triangularis_R	3518	83.0000	218.0000	173.7810	26.7913	
kirby127b_3_1_ax.img	LFOWM_L	2471	97.0000	246.0000	174.5653	31.8723	
kirby127b_3_1_ax.img	LFOWM_R	1973	101.0000	240.0000	169.3358	28.4462	
kirby127b_3_1_ax.img	MFOWM_L	2416	74.0000	273.0000	190.8236	34.6866	
kirby127b_3_1_ax.img	MFOWM_R	2012	92.0000	264.0000	181.1581	31.9014	
kirby127b_3_1_ax.img	RGWM_L	2966	82.0000	353.0000	188.3355	37.7307	
kirby127b_3_1_ax.img	RGWM_R	3417	96.0000	294.0000	191.5002	35.1060	
kirby127b_3_1_ax.img	PoCWM_L	8468	61.0000	215.0000	144.4534	25.8233	
kirby127b_3_1_ax.img	PoCWM_R	8658	67.0000	221.0000	151.1672	26.5350	
kirby127b_3_1_ax.img	PrCWM_L	12168	67.0000	221.0000	147.1344	27.2746	
kirby127b_3_1_ax.img	PrCWM_R	14273	69.0000	226.0000	157.6421	28.3253	
kirby127b_3_1_ax.img	SPWM_L	7458	73.0000	216.0000	161.8846	25.4630	
kirby127b_3_1_ax.img	SPWM_R	7094	78.0000	226.0000	173.0210	28.0924	
kirby127b_3_1_ax.img	SMWM_L	3926	59.0000	202.0000	149.7475	25.5580	
kirby127b_3_1_ax.img	SMWM_R	4490	69.0000	229.0000	164.0553	28.6795	
kirby127b_3_1_ax.img	AGWM_L	3536	70.0000	200.0000	146.1276	22.6421	
kirby127b_3_1_ax.img	AGWM_R	5043	78.0000	219.0000	161.0673	26.3279	
kirby127b_3_1_ax.img	PrCuWM_L	2880	57.0000	220.0000	149.3542	29.0636	
kirby127b_3_1_ax.img	PrCuWM_R	2546	64.0000	223.0000	152.5248	29.0260	
kirby127b_3_1_ax.img	STWM_L	8639	82.0000	249.0000	166.9222	29.1561	
kirby127b_3_1_ax.img	STWM_R	8025	93.0000	263.0000	188.1178	33.0998	
kirby127b_3_1_ax.img	STWM_L_pole	1265	88.0000	235.0000	156.2543	25.5172	
kirby127b_3_1_ax.img	STWM_R_pole	1222	90.0000	231.0000	158.0255	27.0494	
kirby127b_3_1_ax.img	MTWM_L	9191	76.0000	252.0000	179.3117	29.2111	
kirby127b_3_1_ax.img	MTWM_R	10493	87.0000	256.0000	195.0517	32.0465	
kirby127b_3_1_ax.img	MTWM_L_pole	1581	98.0000	249.0000	183.2088	32.3310	
kirby127b_3_1_ax.img	MTWM_R_pole	1821	95.0000	258.0000	182.0125	31.5882	
kirby127b_3_1_ax.img	ITWM_L	5685	78.0000	255.0000	171.2065	31.4304	
kirby127b_3_1_ax.img	ITWM_R	5340	75.0000	265.0000	187.1213	30.9426	
kirby127b_3_1_ax.img	FuWM_L	5072	71.0000	262.0000	167.2700	32.4948	
kirby127b_3_1_ax.img	FuWM_R	5618	61.0000	273.0000	186.3429	34.4279	
kirby127b_3_1_ax.img	SOWM_L	3171	82.0000	206.0000	164.7267	24.9103	
kirby127b_3_1_ax.img	SOWM_R	3813	87.0000	227.0000	172.5257	25.6567	
kirby127b_3_1_ax.img	MOWM_L	12056	64.0000	206.0000	150.0338	24.1873	
kirby127b_3_1_ax.img	MOWM_R	12144	65.0000	228.0000	168.7533	28.9691	
kirby127b_3_1_ax.img	IOWM_L	1996	72.0000	187.0000	144.5965	22.5579	
kirby127b_3_1_ax.img	IOWM_R	3245	84.0000	236.0000	179.3861	26.9164	
kirby127b_3_1_ax.img	CuWM_L	6047	61.0000	223.0000	152.5531	27.7570	
kirby127b_3_1_ax.img	CuWM_R	4950	48.0000	235.0000	160.4509	29.6432	
kirby127b_3_1_ax.img	LGWM_L	8387	46.0000	267.0000	161.9126	33.5678	
kirby127b_3_1_ax.img	LGWM_R	6594	62.0000	278.0000	180.1967	38.8077	
kirby127b_3_1_ax.img	rostralWM_ACC_L	244	106.0000	217.0000	169.6650	24.5727	
target3.img	rostralWM_ACC_R	3	130.0000	163.0000	146.0000	16.0000	
kirby127b_3_1_ax.img	subcallosalWM_ACC_L	141	168.0000	269.0000	228.5299	16.2326	
kirby127b_3_1_ax.img	subcallosalWM_ACC_R	83	142.0000	255.0000	204.2464	22.5147	
kirby127b_3_1_ax.img	subgenualWM_ACC_L	219	180.0000	285.0000	223.9341	21.5704	
kirby127b_3_1_ax.img	subgenualWM_ACC_R	111	164.0000	265.0000	214.6196	23.0254	
kirby127b_3_1_ax.img	dorsalWM_ACC_L	2798	87.0000	238.0000	173.8902	27.9518	
kirby127b_3_1_ax.img	dorsalWM_ACC_R	1721	94.0000	241.0000	168.3842	26.7172	
kirby127b_3_1_ax.img	PCCWM_L	3503	87.0000	264.0000	193.7328	27.4788	
kirby127b_3_1_ax.img	PCCWM_R	3920	103.0000	266.0000	201.2652	30.0672	
kirby127b_3_1_ax.img	CerebellumWM_R	10038	106.0000	267.0000	201.1381	26.0201	
kirby127b_3_1_ax.img	CerebellumWM_L	9044	94.0000	250.0000	184.9615	24.9348	
kirby127b_3_1_ax.img	MCP_cb_L	2916	154.0000	243.0000	200.8058	14.1594	
kirby127b_3_1_ax.img	MCP_cb_R	2709	190.0000	263.0000	227.8321	11.5477	
kirby127b_3_1_ax.img	ICP_cb_L	580	119.0000	248.0000	212.2008	15.5177	
kirby127b_3_1_ax.img	ICP_cb_R	560	99.0000	265.0000	222.0365	18.3954	
kirby127b_3_1_ax.img	FrontSul_L	14816	0.0000e+00	98.0000	32.5927	17.4165	
kirby127b_3_1_ax.img	FrontSul_R	10866	0.0000e+00	97.0000	31.7031	18.0362	
kirby127b_3_1_ax.img	CentralSul_L	2084	0.0000e+00	87.0000	27.2972	15.8633	
kirby127b_3_1_ax.img	CentralSul_R	1722	0.0000e+00	101.0000	32.9101	17.6755	
kirby127b_3_1_ax.img	SylFrontSul_L	1538	0.0000e+00	115.0000	36.0125	19.5541	
kirby127b_3_1_ax.img	SylFrontSul_R	1138	0.0000e+00	115.0000	41.4293	21.0487	
kirby127b_3_1_ax.img	SylTempSul_L	1718	1.0000	122.0000	34.5891	19.4403	
kirby127b_3_1_ax.img	SylTempSul_R	1558	1.0000	112.0000	39.6541	19.6018	
kirby127b_3_1_ax.img	SylParieSul_L	605	0.0000e+00	77.0000	24.4048	18.0420	
kirby127b_3_1_ax.img	SylParieSul_R	298	4.0000	77.0000	32.1492	15.3557	
kirby127b_3_1_ax.img	ParietSul_L	8559	0.0000e+00	94.0000	29.9877	17.7326	
kirby127b_3_1_ax.img	ParietSul_R	9587	0.0000e+00	99.0000	29.6100	18.4077	
kirby127b_3_1_ax.img	CinguSul_L	1448	1.0000	118.0000	50.5431	19.5811	
kirby127b_3_1_ax.img	CinguSul_R	1510	2.0000	161.0000	49.8315	22.8940	
kirby127b_3_1_ax.img	OcciptSul_L	1809	1.0000	102.0000	33.2581	18.2867	
kirby127b_3_1_ax.img	OcciptSul_R	1997	0.0000e+00	133.0000	37.6737	20.6919	
kirby127b_3_1_ax.img	TempSul_L	1067	2.0000	106.0000	37.3678	16.5040	
kirby127b_3_1_ax.img	TempSul_R	825	3.0000	125.0000	42.7540	18.7848	
kirby127b_3_1_ax.img	Caudate_tail_L	364	44.0000	229.0000	137.5182	37.0629	
kirby127b_3_1_ax.img	Fimbria_L	46	151.0000	220.0000	194.3947	19.3208	
kirby127b_3_1_ax.img	Caudate_tail_R	328	51.0000	242.0000	146.6777	38.3324	
kirby127b_3_1_ax.img	Fimbria_R	40	144.0000	241.0000	194.9394	25.1817	
kirby127b_3_1_ax.img	Chroid_LVetc_L	485	33.0000	249.0000	112.7772	33.9518	
kirby127b_3_1_ax.img	Chroid_LVetc_R	376	12.0000	220.0000	109.8786	37.9900	
kirby127b_3_1_ax.img	IV_ventricle	2728	3.0000	247.0000	67.1813	39.6675	
kirby127b_3_1_ax.img	ECCL_L	308	121.0000	194.0000	154.0586	13.1817	
kirby127b_3_1_ax.img	ECCL_R	378	135.0000	210.0000	165.7587	12.2082	



Type2-L1 Statistics

kirby127b_3_1_ax.img	Hemisphere_L	542388	0.0000e+00	353.0000	132.7750	52.7611	
kirby127b_3_1_ax.img	Hemisphere_R	553299	0.0000e+00	328.0000	139.8572	54.4411	
kirby127b_3_1_ax.img	Brainstem	30944	7.0000	329.0000	228.7508	29.9484	
kirby127b_3_1_ax.img	Cerebellum	144677	1.0000	267.0000	131.3938	45.9070	
kirby127b_3_1_ax.img	CSF	108711	0.0000e+00	250.0000	36.2298	27.1805	



Type2-L2 Statistics

kirby127b_3_1_ax.img	Hemisphere_L	435113	0.0000e+00	353.0000	117.3008	45.0966	
kirby127b_3_1_ax.img	Hemisphere_R	443330	0.0000e+00	294.0000	123.8098	46.5623	
kirby127b_3_1_ax.img	CerebralNucli_L	12327	16.0000	279.0000	169.6114	29.1399	
kirby127b_3_1_ax.img	CerebralNucli_R	12881	39.0000	288.0000	175.1229	30.2396	
kirby127b_3_1_ax.img	Thalamus_L	6473	65.0000	271.0000	197.6120	22.4848	
kirby127b_3_1_ax.img	Thalamus_R	6624	54.0000	267.0000	201.7431	26.0822	
kirby127b_3_1_ax.img	BasalForebrain_L	3281	44.0000	301.0000	201.5143	43.3309	
kirby127b_3_1_ax.img	BasalForebrain_R	3150	57.0000	328.0000	201.6179	43.4114	
kirby127b_3_1_ax.img	midbrain	10535	82.0000	329.0000	237.4406	28.1756	
kirby127b_3_1_ax.img	Cerebellum_R	71954	1.0000	267.0000	138.4244	46.9450	
kirby127b_3_1_ax.img	Cerebellum_L	72724	2.0000	266.0000	124.4377	43.7583	
kirby127b_3_1_ax.img	Brainstem_L	9822	7.0000	290.0000	220.5884	31.3706	
kirby127b_3_1_ax.img	Brainstem_R	10587	40.0000	297.0000	227.6764	27.9362	
kirby127b_3_1_ax.img	WhiteMatter_L	85196	9.0000	293.0000	198.9029	28.4380	
kirby127b_3_1_ax.img	WhiteMatter_R	87315	14.0000	302.0000	209.2101	28.1052	
kirby127b_3_1_ax.img	Ventricle	45574	0.0000e+00	250.0000	40.6008	35.1431	
kirby127b_3_1_ax.img	Sulcus_L	33639	0.0000e+00	122.0000	32.6724	18.3009	
kirby127b_3_1_ax.img	Sulcus_R	29499	0.0000e+00	161.0000	33.5335	19.5295	



Type2-L3 Statistics

kirby127b_3_1_ax.img	Frontal_L	159089	1.0000	353.0000	116.9901	47.1074	
kirby127b_3_1_ax.img	Frontal_R	160523	3.0000	294.0000	118.9640	45.1863	
kirby127b_3_1_ax.img	Parietal_L	74566	2.0000	220.0000	113.7320	45.6253	
kirby127b_3_1_ax.img	Parietal_R	83658	1.0000	237.0000	121.8919	49.5708	
kirby127b_3_1_ax.img	Temporal_L	95378	0.0000e+00	262.0000	119.5770	45.6543	
kirby127b_3_1_ax.img	Temporal_R	95561	2.0000	273.0000	133.8864	48.7566	
kirby127b_3_1_ax.img	Limbic_L	38072	8.0000	292.0000	131.6132	41.0250	
kirby127b_3_1_ax.img	Limbic_R	40860	4.0000	280.0000	130.4759	42.0085	
kirby127b_3_1_ax.img	Occipital_L	68944	1.0000	267.0000	118.6528	43.4159	
kirby127b_3_1_ax.img	Occipital_R	65691	0.0000e+00	278.0000	130.7916	48.8242	
kirby127b_3_1_ax.img	Insula_L	7419	1.0000	195.0000	107.2975	23.2051	
kirby127b_3_1_ax.img	Insula_R	7336	10.0000	231.0000	114.1940	24.9307	
kirby127b_3_1_ax.img	BasalGang_L	10304	29.0000	279.0000	174.4807	28.0254	
kirby127b_3_1_ax.img	BasalGang_R	10470	39.0000	288.0000	179.7850	30.1320	
kirby127b_3_1_ax.img	Thalamus_L	6473	65.0000	271.0000	197.6120	22.4848	
kirby127b_3_1_ax.img	Thalamus_R	6624	54.0000	267.0000	201.7431	26.0822	
kirby127b_3_1_ax.img	BasalForebrain_L	3281	44.0000	301.0000	201.5143	43.3309	
kirby127b_3_1_ax.img	BasalForebrain_R	3150	57.0000	328.0000	201.6179	43.4114	
kirby127b_3_1_ax.img	midbrain_L	5196	84.0000	299.0000	234.6226	26.7128	
kirby127b_3_1_ax.img	midbrain_R	5339	82.0000	329.0000	240.1832	29.2704	
kirby127b_3_1_ax.img	Cerebellum_R	71954	1.0000	267.0000	138.4244	46.9450	
kirby127b_3_1_ax.img	Cerebellum_L	72724	2.0000	266.0000	124.4377	43.7583	
kirby127b_3_1_ax.img	Pons_L	7492	56.0000	290.0000	226.4868	26.0570	
kirby127b_3_1_ax.img	Pons_R	8078	42.0000	297.0000	233.1208	24.6042	
kirby127b_3_1_ax.img	Medulla_L	2331	7.0000	267.0000	201.6267	38.6483	
kirby127b_3_1_ax.img	Medulla_R	2510	40.0000	264.0000	210.1506	30.6821	
kirby127b_3_1_ax.img	AnteriorWM_L	28450	9.0000	263.0000	201.0293	20.9550	
kirby127b_3_1_ax.img	AnteriorWM_R	29836	16.0000	284.0000	203.7613	18.3352	
kirby127b_3_1_ax.img	PosteriorWM_L	5690	28.0000	243.0000	182.7547	27.9088	
kirby127b_3_1_ax.img	PosteriorWM_R	4526	14.0000	248.0000	200.9488	34.1522	
kirby127b_3_1_ax.img	CorpusCallosum_L	12254	33.0000	291.0000	214.1013	33.6508	
kirby127b_3_1_ax.img	CorpusCallosum_R	13152	15.0000	299.0000	221.1932	31.8443	
kirby127b_3_1_ax.img	InferiorWM_L	25040	18.0000	279.0000	196.9852	28.5003	
kirby127b_3_1_ax.img	InferiorWM_R	24230	18.0000	288.0000	215.5540	29.9312	
kirby127b_3_1_ax.img	LimbicWM_L	7436	28.0000	293.0000	198.8786	36.7969	
kirby127b_3_1_ax.img	LimbicWM_R	7685	34.0000	302.0000	202.9738	39.9531	
kirby127b_3_1_ax.img	LateralVentricle_L	21251	0.0000e+00	249.0000	35.0788	31.1730	
kirby127b_3_1_ax.img	LateralVentricle_R	19210	0.0000e+00	238.0000	38.0878	33.6050	
kirby127b_3_1_ax.img	III_ventricle	2386	15.0000	250.0000	79.6348	37.2932	
kirby127b_3_1_ax.img	FrontSul_L	16353	0.0000e+00	115.0000	32.9142	17.6567	
kirby127b_3_1_ax.img	FrontSul_R	12004	0.0000e+00	115.0000	32.6249	18.5628	
kirby127b_3_1_ax.img	CentralSul_L	2084	0.0000e+00	87.0000	27.2972	15.8633	
kirby127b_3_1_ax.img	CentralSul_R	1722	0.0000e+00	101.0000	32.9101	17.6755	
kirby127b_3_1_ax.img	TempSul_L	2784	1.0000	122.0000	35.6539	18.4203	
kirby127b_3_1_ax.img	TempSul_R	2382	1.0000	125.0000	40.7270	19.3791	
kirby127b_3_1_ax.img	ParietSul_L	9164	0.0000e+00	94.0000	29.6192	17.8072	
kirby127b_3_1_ax.img	ParietSul_R	9885	0.0000e+00	99.0000	29.6864	18.3284	
kirby127b_3_1_ax.img	CinguSul_L	1448	1.0000	118.0000	50.5431	19.5811	
kirby127b_3_1_ax.img	CinguSul_R	1510	2.0000	161.0000	49.8315	22.8940	
kirby127b_3_1_ax.img	OcciptSul_L	1809	1.0000	102.0000	33.2581	18.2867	
kirby127b_3_1_ax.img	OcciptSul_R	1997	0.0000e+00	133.0000	37.6737	20.6919	
kirby127b_3_1_ax.img	IV_ventricle	2728	3.0000	247.0000	67.1813	39.6675	



Type2-L4 Statistics

kirby127b_3_1_ax.img	Frontal_L	159089	1.0000	353.0000	116.9901	47.1074	
kirby127b_3_1_ax.img	Frontal_R	160523	3.0000	294.0000	118.9640	45.1863	
kirby127b_3_1_ax.img	Parietal_L	74566	2.0000	220.0000	113.7320	45.6253	
kirby127b_3_1_ax.img	Parietal_R	83658	1.0000	237.0000	121.8919	49.5708	
kirby127b_3_1_ax.img	Temporal_L	95378	0.0000e+00	262.0000	119.5770	45.6543	
kirby127b_3_1_ax.img	Temporal_R	95561	2.0000	273.0000	133.8864	48.7566	
kirby127b_3_1_ax.img	Limbic_L	15096	16.0000	285.0000	162.9851	34.4701	
kirby127b_3_1_ax.img	Limbic_R	14418	24.0000	266.0000	168.5189	34.6753	
kirby127b_3_1_ax.img	Occipital_L	68944	1.0000	267.0000	118.6528	43.4159	
kirby127b_3_1_ax.img	Occipital_R	65691	0.0000e+00	278.0000	130.7916	48.8242	
kirby127b_3_1_ax.img	Cingulate_L	22976	8.0000	292.0000	111.0001	30.6044	
kirby127b_3_1_ax.img	Cingulate_R	26442	4.0000	280.0000	109.7323	29.1870	
kirby127b_3_1_ax.img	Insula_L	7419	1.0000	195.0000	107.2975	23.2051	
kirby127b_3_1_ax.img	Insula_R	7336	10.0000	231.0000	114.1940	24.9307	
kirby127b_3_1_ax.img	Striatum_L	8972	29.0000	256.0000	167.6344	22.5326	
kirby127b_3_1_ax.img	Striatum_R	8986	39.0000	267.0000	171.2181	22.5922	
kirby127b_3_1_ax.img	GP_L	1332	159.0000	279.0000	220.5910	14.6265	
kirby127b_3_1_ax.img	GP_R	1485	189.0000	288.0000	231.6435	13.4451	
